week_end,disease,geography,percent_visits,trend_on_date,recent_trend
2023-07-15,Bronchitis,Kentucky,0.1,No Change,Decreasing
2023-07-15,Bronchitis,Louisiana,0.0,No Change,No Change
2023-07-15,Bronchitis,Maine,0.1,Increasing,No Change
2023-07-15,Bronchitis,Maryland,0.0,Decreasing,No Change
2023-07-15,Bronchitis,Massachusetts,0.0,Decreasing,No Change
2023-07-15,Bronchitis,Michigan,0.1,No Change,No Change
2023-07-15,Bronchitis,Minnesota,0.2,No Change,No Change
2023-07-15,Bronchitis,Mississippi,0.1,No Change,No Change
2023-07-15,Bronchitis,Missouri,0.2,Decreasing,No Change
2023-07-15,Bronchitis,Montana,0.0,No Change,No Change
2023-07-15,Bronchitis,Nebraska,0.3,Decreasing,No Change
2023-07-15,Bronchitis,Nevada,0.1,Decreasing,No Change
2023-07-15,Bronchitis,New Hampshire,0.1,Decreasing,No Change
2023-07-15,Bronchitis,New Jersey,0.1,Decreasing,No Change
2023-07-15,Bronchitis,New Mexico,0.0,Decreasing,No Change
2023-07-15,Bronchitis,New York,0.0,Decreasing,Decreasing
2023-07-15,Bronchitis,North Carolina,0.1,Decreasing,No Change
2023-07-15,Bronchitis,North Dakota,0.1,Decreasing,No Change
2023-07-15,Bronchitis,Ohio,0.1,No Change,No Change
2023-07-15,Bronchitis,Oklahoma,0.4,Decreasing,Increasing
2023-07-15,Bronchitis,Oregon,0.0,Decreasing,No Change
2023-07-15,Bronchitis,Pennsylvania,0.0,No Change,No Change
2023-07-15,Bronchitis,Rhode Island,0.1,No Change,No Change
2023-07-15,Bronchitis,South Carolina,0.2,Decreasing,Decreasing
2023-07-15,Bronchitis,South Dakota,0.1,No Change,No Change
2023-07-15,Bronchitis,Tennessee,0.2,Decreasing,No Change
2023-07-15,Bronchitis,Texas,0.2,No Change,Increasing
2023-07-15,Bronchitis,Utah,0.2,Decreasing,No Change
2023-07-15,Bronchitis,Vermont,0.1,No Change,No Change
2023-07-15,Bronchitis,Virginia,0.0,No Change,Decreasing
2023-07-15,Bronchitis,Washington,0.1,Decreasing,No Change
2023-07-15,Bronchitis,West Virginia,0.1,Decreasing,No Change
2023-07-15,Bronchitis,Wisconsin,0.0,No Change,Decreasing
2023-07-15,Bronchitis,Wyoming,0.0,No Change,No Change
2023-07-15,COVID,Alabama,0.0,No Change,No Change
2023-07-15,COVID,Alaska,0.0,No Change,No Change
2023-07-15,COVID,Arizona,0.0,No Change,No Change
2023-07-15,COVID,Arkansas,0.0,No Change,No Change
2023-07-15,COVID,California,0.0,No Change,No Change
2023-07-15,COVID,Colorado,0.0,No Change,No Change
2023-07-15,COVID,Connecticut,0.0,No Change,No Change
2023-07-15,COVID,Delaware,0.0,No Change,No Change
2023-07-15,COVID,District of Columbia,0.1,No Change,Increasing
2023-07-15,COVID,Florida,0.0,No Change,No Change
2023-07-15,COVID,Georgia,0.0,No Change,No Change
2023-07-15,COVID,Hawaii,0.0,No Change,No Change
2023-07-15,COVID,Idaho,0.0,No Change,No Change
2023-07-15,COVID,Illinois,0.0,Decreasing,No Change
2023-07-15,COVID,Indiana,0.0,No Change,No Change
2023-07-15,COVID,Iowa,0.0,Increasing,No Change
2023-07-15,COVID,Kansas,0.0,No Change,No Change
2023-07-15,COVID,Kentucky,0.0,No Change,No Change
2023-07-15,COVID,Louisiana,0.0,No Change,No Change
2023-07-15,COVID,Maine,0.0,No Change,No Change
2023-07-15,COVID,Maryland,0.0,No Change,No Change
2023-07-15,COVID,Massachusetts,0.0,No Change,No Change
2023-07-15,COVID,Michigan,0.0,No Change,No Change
2023-07-15,COVID,Minnesota,0.0,No Change,No Change
2023-07-15,COVID,Mississippi,0.0,No Change,No Change
2023-07-15,COVID,Missouri,0.0,No Change,Increasing
2023-07-15,COVID,Montana,0.0,No Change,No Change
2023-07-15,COVID,Nebraska,0.0,No Change,No Change
2023-07-15,COVID,Nevada,0.0,No Change,No Change
2023-07-15,COVID,New Hampshire,0.0,No Change,No Change
2023-07-15,COVID,New Jersey,0.0,No Change,No Change
2023-07-15,COVID,New Mexico,0.0,No Change,No Change
2023-07-15,COVID,New York,0.0,No Change,No Change
2023-07-15,COVID,North Carolina,0.0,No Change,No Change
2023-07-15,COVID,North Dakota,0.0,No Change,No Change
2023-07-15,COVID,Ohio,0.0,No Change,No Change
2023-07-15,COVID,Oklahoma,0.0,No Change,Increasing
2023-07-15,COVID,Oregon,0.0,No Change,No Change
2023-07-15,COVID,Pennsylvania,0.0,No Change,No Change
2023-07-15,COVID,Rhode Island,0.0,No Change,No Change
2023-07-15,COVID,South Carolina,0.0,No Change,No Change
2023-07-15,COVID,South Dakota,0.0,No Change,No Change
2023-07-15,COVID,Tennessee,0.0,No Change,No Change
2023-07-15,COVID,Texas,0.0,No Change,No Change
2023-07-15,COVID,Utah,0.1,No Change,Increasing
2023-07-15,COVID,Vermont,0.0,No Change,No Change
2023-07-15,COVID,Virginia,0.0,No Change,No Change
2023-07-15,COVID,Washington,0.0,No Change,No Change
2023-07-15,COVID,West Virginia,0.0,No Change,No Change
2023-07-15,COVID,Wisconsin,0.0,Decreasing,No Change
2023-07-15,COVID,Wyoming,0.0,No Change,No Change
2023-07-15,Influenza,Alabama,1.9,No Change,Decreasing
2023-07-15,Influenza,Alaska,1.2,No Change,No Change
2023-07-15,Influenza,Arizona,0.5,No Change,Increasing
2023-07-15,Influenza,Arkansas,0.9,Increasing,Decreasing
2023-07-15,Influenza,California,0.5,No Change,No Change
2023-07-15,Influenza,Colorado,0.5,No Change,Increasing
2023-07-15,Influenza,Connecticut,0.7,Increasing,No Change
2023-07-15,Influenza,Delaware,0.6,No Change,No Change
2023-07-15,Influenza,District of Columbia,2.5,Increasing,Decreasing
2023-07-15,Influenza,Florida,0.7,Increasing,Increasing
2023-07-15,Influenza,Georgia,2.9,Increasing,Decreasing
2023-07-15,Influenza,Hawaii,0.5,No Change,No Change
2023-07-15,Influenza,Idaho,0.5,No Change,Increasing
2023-07-15,Influenza,Illinois,0.4,No Change,Increasing
2023-07-15,Influenza,Indiana,1.1,No Change,Increasing
2023-07-15,Influenza,Iowa,0.4,Increasing,Increasing
2023-07-15,Influenza,Kansas,0.5,No Change,Increasing
2023-07-15,Influenza,Kentucky,1.4,Increasing,Decreasing
2023-07-15,Influenza,Louisiana,0.6,Increasing,Increasing
2023-07-15,Influenza,Maine,0.8,Increasing,No Change
2023-07-15,Influenza,Maryland,0.6,Decreasing,No Change
2023-07-15,Influenza,Massachusetts,0.4,Decreasing,Increasing
2023-07-15,Influenza,Michigan,0.4,No Change,Increasing
2023-07-15,Influenza,Minnesota,0.9,No Change,No Change
2023-07-15,Influenza,Mississippi,0.5,No Change,No Change
2023-07-15,Influenza,Missouri,0.9,Increasing,Increasing
2023-07-15,Influenza,Montana,0.2,No Change,Increasing
2023-07-15,Influenza,Nebraska,1.1,No Change,No Change
2023-07-15,Influenza,Nevada,0.5,No Change,No Change
2023-07-15,Influenza,New Hampshire,0.8,No Change,No Change
2023-07-15,Influenza,New Jersey,0.5,No Change,Decreasing
2023-07-15,Influenza,New Mexico,0.4,No Change,Increasing
2023-07-15,Influenza,New York,0.6,Decreasing,Increasing
2023-07-15,Influenza,North Carolina,1.1,Increasing,Decreasing
2023-07-15,Influenza,North Dakota,0.5,No Change,Decreasing
2023-07-15,Influenza,Ohio,0.6,Increasing,Increasing
2023-07-15,Influenza,Oklahoma,1.4,Increasing,No Change
2023-07-15,Influenza,Oregon,0.4,Decreasing,Increasing
2023-07-15,Influenza,Pennsylvania,0.3,No Change,Increasing
2023-07-15,Influenza,Rhode Island,0.5,Increasing,Increasing
2023-07-15,Influenza,South Carolina,1.1,Increasing,Decreasing
2023-07-15,Influenza,South Dakota,0.5,No Change,No Change
2023-07-15,Influenza,Tennessee,0.9,No Change,Increasing
2023-07-15,Influenza,Texas,0.7,Increasing,Increasing
2023-07-15,Influenza,Utah,1.0,Increasing,Decreasing
2023-07-15,Influenza,Vermont,0.7,No Change,No Change
2023-07-15,Influenza,Virginia,0.5,No Change,Increasing
2023-07-15,Influenza,Washington,0.7,Increasing,Increasing
2023-07-15,Influenza,West Virginia,1.2,Increasing,Decreasing
2023-07-15,Influenza,Wisconsin,0.4,Decreasing,Increasing
2023-07-15,Influenza,Wyoming,0.3,No Change,Increasing
2023-07-22,Pneumonia,Alabama,1.9,No Change,Decreasing
2023-07-22,Pneumonia,Alaska,0.9,No Change,No Change
2023-07-22,Pneumonia,Arizona,0.5,Increasing,Increasing
2023-07-22,Pneumonia,Arkansas,0.9,Increasing,Decreasing
2023-07-22,Pneumonia,California,0.5,Increasing,No Change
2023-07-22,Pneumonia,Colorado,0.5,No Change,Increasing
2023-07-22,Pneumonia,Connecticut,0.7,Increasing,No Change
2023-07-22,Pneumonia,Delaware,0.5,No Change,No Change
2023-07-22,Pneumonia,District of Columbia,2.1,Increasing,Decreasing
2023-07-22,Pneumonia,Florida,0.7,Increasing,Increasing
2023-07-22,Pneumonia,Georgia,2.4,Increasing,Decreasing
2023-07-22,Pneumonia,Hawaii,0.4,No Change,No Change
2023-07-22,Pneumonia,Idaho,0.6,Increasing,Increasing
2023-07-22,Pneumonia,Illinois,0.4,Increasing,Increasing
2023-07-22,Pneumonia,Indiana,0.9,No Change,Increasing
2023-07-22,Pneumonia,Iowa,0.4,Increasing,Increasing
2023-07-22,Pneumonia,Kansas,0.5,Increasing,Increasing
2023-07-22,Pneumonia,Kentucky,1.7,Increasing,Decreasing
2023-07-22,Pneumonia,Louisiana,0.5,Increasing,Increasing
2023-07-22,Pneumonia,Maine,0.6,Increasing,No Change
2023-07-22,Pneumonia,Maryland,0.7,Increasing,Increasing
2023-07-22,Pneumonia,Massachusetts,0.4,No Change,Increasing
2023-07-22,Pneumonia,Michigan,0.5,No Change,Increasing
2023-07-22,Pneumonia,Minnesota,1.0,Increasing,No Change
2023-07-22,Pneumonia,Mississippi,0.4,No Change,No Change
2023-07-22,Pneumonia,Missouri,0.8,Increasing,Increasing
2023-07-22,Pneumonia,Montana,0.2,No Change,Increasing
2023-07-22,Pneumonia,Nebraska,0.9,Increasing,No Change
2023-07-22,Pneumonia,Nevada,0.5,Increasing,No Change
2023-07-22,Pneumonia,New Hampshire,0.9,No Change,No Change
2023-07-22,Pneumonia,New Jersey,0.5,Increasing,No Change
2023-07-22,Pneumonia,New Mexico,0.3,No Change,Increasing
2023-07-22,Pneumonia,New York,0.6,Increasing,Increasing
2023-07-22,Pneumonia,North Carolina,1.0,Increasing,Decreasing
2023-07-22,Pneumonia,North Dakota,0.5,Increasing,Decreasing
2023-07-22,Pneumonia,Ohio,0.5,Increasing,Increasing
2023-07-22,Pneumonia,Oklahoma,1.3,Increasing,No Change
2023-07-22,Pneumonia,Oregon,0.5,Increasing,Increasing
2023-07-22,Pneumonia,Pennsylvania,0.3,Increasing,Increasing
2023-07-22,Pneumonia,Rhode Island,0.5,Increasing,Increasing
2023-07-22,Pneumonia,South Carolina,1.0,Increasing,Decreasing
2023-07-22,Pneumonia,South Dakota,0.5,No Change,No Change
2023-07-22,Pneumonia,Tennessee,1.0,Increasing,Increasing
2023-07-22,Pneumonia,Texas,0.8,Increasing,Increasing
2023-07-22,Pneumonia,Utah,1.0,Increasing,Decreasing
2023-07-22,Pneumonia,Vermont,0.7,Increasing,No Change
2023-07-22,Pneumonia,Virginia,0.5,No Change,Increasing
2023-07-22,Pneumonia,Washington,0.7,Increasing,Increasing
2023-07-22,Pneumonia,West Virginia,1.1,Increasing,Decreasing
2023-07-22,Pneumonia,Wisconsin,0.4,No Change,Increasing
2023-07-22,Pneumonia,Wyoming,0.4,Increasing,Increasing
2023-07-22,Bronchitis,Alabama,0.4,No Change,No Change
2023-07-22,Bronchitis,Alaska,0.2,Decreasing,No Change
2023-07-22,Bronchitis,Arizona,0.1,No Change,No Change
2023-07-22,Bronchitis,Arkansas,0.1,No Change,No Change
2023-07-22,Bronchitis,California,0.1,No Change,No Change
2023-07-22,Bronchitis,Colorado,0.0,No Change,No Change
2023-07-22,Bronchitis,Connecticut,0.0,No Change,No Change
2023-07-22,Bronchitis,Delaware,0.1,No Change,No Change
2023-07-22,Bronchitis,District of Columbia,0.6,Decreasing,No Change
2023-07-22,Bronchitis,Florida,0.1,No Change,No Change
2023-07-22,Bronchitis,Georgia,1.1,No Change,Decreasing
2023-07-22,Bronchitis,Hawaii,0.1,No Change,No Change
2023-07-22,Bronchitis,Idaho,0.1,No Change,No Change
2023-07-22,Bronchitis,Illinois,0.0,Decreasing,No Change
2023-07-22,Bronchitis,Indiana,0.2,No Change,No Change
2023-07-22,Bronchitis,Iowa,0.1,No Change,No Change
2023-07-22,Bronchitis,Kansas,0.1,No Change,No Change
2023-07-22,Bronchitis,Kentucky,0.1,No Change,Decreasing
2023-07-22,Bronchitis,Louisiana,0.0,No Change,No Change
2023-07-22,Bronchitis,Maine,0.1,No Change,No Change
2023-07-22,Bronchitis,Maryland,0.1,Decreasing,No Change
2023-07-22,Bronchitis,Massachusetts,0.0,Decreasing,No Change
2023-07-22,Bronchitis,Michigan,0.1,No Change,No Change
2023-07-22,Bronchitis,Minnesota,0.2,No Change,No Change
2023-07-22,Bronchitis,Mississippi,0.0,No Change,No Change
2023-07-22,Bronchitis,Missouri,0.2,Decreasing,No Change
2023-07-22,Bronchitis,Montana,0.0,No Change,No Change
2023-07-22,Bronchitis,Nebraska,0.1,Decreasing,No Change
2023-07-22,Bronchitis,Nevada,0.1,Decreasing,No Change
2023-07-22,Bronchitis,New Hampshire,0.1,No Change,No Change
2023-07-22,Bronchitis,New Jersey,0.1,Decreasing,No Change
2023-07-22,Bronchitis,New Mexico,0.0,No Change,No Change
2023-07-22,Bronchitis,New York,0.0,Decreasing,Decreasing
2023-07-22,Bronchitis,North Carolina,0.1,Decreasing,No Change
2023-07-22,Bronchitis,North Dakota,0.1,Decreasing,No Change
2023-07-22,Bronchitis,Ohio,0.1,No Change,No Change
2023-07-22,Bronchitis,Oklahoma,0.3,Decreasing,Increasing
2023-07-22,Bronchitis,Oregon,0.0,Decreasing,No Change
2023-07-22,Bronchitis,Pennsylvania,0.1,No Change,No Change
2023-07-22,Bronchitis,Rhode Island,0.1,No Change,No Change
2023-07-22,Bronchitis,South Carolina,0.2,Decreasing,Decreasing
2023-07-22,Bronchitis,South Dakota,0.1,No Change,No Change
2023-07-22,Bronchitis,Tennessee,0.2,No Change,No Change
2023-07-22,Bronchitis,Texas,0.1,No Change,Increasing
2023-07-22,Bronchitis,Utah,0.2,No Change,No Change
2023-07-22,Bronchitis,Vermont,0.1,No Change,No Change
2023-07-22,Bronchitis,Virginia,0.1,No Change,Decreasing
2023-07-22,Bronchitis,Washington,0.1,No Change,No Change
2023-07-22,Bronchitis,West Virginia,0.1,Decreasing,No Change
2023-07-22,Bronchitis,Wisconsin,0.1,No Change,Decreasing
2023-07-22,Bronchitis,Wyoming,0.0,No Change,No Change
2023-07-22,COVID,Alabama,0.0,No Change,No Change
2023-07-22,COVID,Alaska,0.0,No Change,No Change
2023-07-22,COVID,Arizona,0.0,No Change,No Change
2023-07-22,COVID,Arkansas,0.0,No Change,No Change
2023-07-22,COVID,California,0.0,No Change,No Change
2023-07-22,COVID,Colorado,0.0,No Change,No Change
2023-07-22,COVID,Connecticut,0.0,No Change,No Change
2023-07-22,COVID,Delaware,0.0,No Change,No Change
2023-07-22,COVID,District of Columbia,0.1,No Change,Increasing
2023-07-22,COVID,Florida,0.0,No Change,No Change
2023-07-22,COVID,Georgia,0.0,No Change,No Change
2023-07-22,COVID,Hawaii,0.0,No Change,No Change
2023-07-22,COVID,Idaho,0.0,No Change,No Change
2023-07-22,COVID,Illinois,0.0,No Change,No Change
2023-07-22,COVID,Indiana,0.0,No Change,No Change
2023-07-22,COVID,Iowa,0.0,No Change,No Change
2023-07-22,COVID,Kansas,0.0,No Change,No Change
2023-07-22,COVID,Kentucky,0.0,No Change,No Change
2023-07-22,COVID,Louisiana,0.0,No Change,No Change
2023-07-22,COVID,Maine,0.0,No Change,No Change
2023-07-22,COVID,Maryland,0.0,No Change,No Change
2023-07-22,COVID,Massachusetts,0.0,No Change,No Change
2023-07-22,COVID,Michigan,0.0,No Change,No Change
2023-07-22,COVID,Minnesota,0.0,No Change,No Change
2023-07-22,COVID,Mississippi,0.0,No Change,No Change
2023-07-22,COVID,Missouri,0.0,No Change,Increasing
2023-07-22,COVID,Montana,0.0,No Change,No Change
2023-07-22,COVID,Nebraska,0.0,No Change,No Change
2023-07-22,COVID,Nevada,0.0,No Change,No Change
2023-07-22,COVID,New Hampshire,0.0,No Change,No Change
2023-07-22,COVID,New Jersey,0.0,No Change,No Change
2023-07-22,COVID,New Mexico,0.0,No Change,No Change
2023-07-22,COVID,New York,0.0,No Change,No Change
2023-07-22,COVID,North Carolina,0.0,No Change,No Change
2023-07-22,COVID,North Dakota,0.0,No Change,No Change
2023-07-22,COVID,Ohio,0.0,No Change,No Change
2023-07-22,COVID,Oklahoma,0.1,No Change,Increasing
2023-07-22,COVID,Oregon,0.0,No Change,No Change
2023-07-22,COVID,Pennsylvania,0.0,No Change,No Change
2023-07-22,COVID,Rhode Island,0.0,No Change,No Change
2023-07-22,COVID,South Carolina,0.0,No Change,No Change
2023-07-22,COVID,South Dakota,0.0,No Change,No Change
2023-07-22,COVID,Tennessee,0.0,No Change,No Change
2023-07-22,COVID,Texas,0.0,No Change,No Change
2023-07-22,COVID,Utah,0.1,No Change,Increasing
2023-07-22,COVID,Vermont,0.0,No Change,No Change
2023-07-22,COVID,Virginia,0.0,No Change,No Change
2023-07-22,COVID,Washington,0.0,No Change,No Change
2023-07-22,COVID,West Virginia,0.0,No Change,No Change
2023-07-22,COVID,Wisconsin,0.0,No Change,No Change
2023-07-22,COVID,Wyoming,0.0,No Change,No Change
2023-07-22,Influenza,Alabama,2.3,No Change,Decreasing
2023-07-22,Influenza,Alaska,1.1,Decreasing,No Change
2023-07-22,Influenza,Arizona,0.7,Increasing,Increasing
2023-07-22,Influenza,Arkansas,1.0,Increasing,Decreasing
2023-07-22,Influenza,California,0.6,Increasing,No Change
2023-07-22,Influenza,Colorado,0.6,No Change,Increasing
2023-07-22,Influenza,Connecticut,0.7,Increasing,No Change
2023-07-22,Influenza,Delaware,0.6,No Change,No Change
2023-07-22,Influenza,District of Columbia,2.8,Increasing,Decreasing
2023-07-22,Influenza,Florida,0.9,Increasing,Increasing
2023-07-22,Influenza,Georgia,3.5,Increasing,Decreasing
2023-07-22,Influenza,Hawaii,0.4,No Change,No Change
2023-07-22,Influenza,Idaho,0.6,Increasing,Increasing
2023-07-22,Influenza,Illinois,0.5,Increasing,Increasing
2023-07-22,Influenza,Indiana,1.1,No Change,Increasing
2023-07-22,Influenza,Iowa,0.4,Increasing,Increasing
2023-07-22,Influenza,Kansas,0.6,Increasing,Increasing
2023-07-22,Influenza,Kentucky,1.9,Increasing,Decreasing
2023-07-22,Influenza,Louisiana,0.6,Increasing,Increasing
2023-07-22,Influenza,Maine,0.7,Increasing,No Change
2023-07-22,Influenza,Maryland,0.8,Increasing,No Change
2023-07-22,Influenza,Massachusetts,0.4,No Change,Increasing
2023-07-22,Influenza,Michigan,0.6,Increasing,Increasing
2023-07-22,Influenza,Minnesota,1.2,Increasing,No Change
2023-07-22,Influenza,Mississippi,0.4,No Change,No Change
2023-07-22,Influenza,Missouri,1.0,Increasing,Increasing
2023-07-22,Influenza,Montana,0.2,No Change,Increasing
2023-07-22,Influenza,Nebraska,1.0,No Change,No Change
2023-07-22,Influenza,Nevada,0.6,Increasing,No Change
2023-07-22,Influenza,New Hampshire,1.0,No Change,No Change
2023-07-22,Influenza,New Jersey,0.6,Increasing,Decreasing
2023-07-22,Influenza,New Mexico,0.4,No Change,Increasing
2023-07-22,Influenza,New York,0.7,Increasing,Increasing
2023-07-22,Influenza,North Carolina,1.1,Increasing,Decreasing
2023-07-22,Influenza,North Dakota,0.6,Increasing,Decreasing
2023-07-22,Influenza,Ohio,0.6,Increasing,Increasing
2023-07-22,Influenza,Oklahoma,1.7,Increasing,No Change
2023-07-22,Influenza,Oregon,0.5,Increasing,Increasing
2023-07-22,Influenza,Pennsylvania,0.3,Increasing,Increasing
2023-07-22,Influenza,Rhode Island,0.6,Increasing,Increasing
2023-07-22,Influenza,South Carolina,1.1,Increasing,Decreasing
2023-07-22,Influenza,South Dakota,0.6,No Change,No Change
2023-07-22,Influenza,Tennessee,1.1,Increasing,Increasing
2023-07-22,Influenza,Texas,0.9,Increasing,Increasing
2023-07-22,Influenza,Utah,1.2,Increasing,Decreasing
2023-07-22,Influenza,Vermont,0.8,Increasing,No Change
2023-07-22,Influenza,Virginia,0.5,No Change,Increasing
2023-07-22,Influenza,Washington,0.9,Increasing,Increasing
2023-07-22,Influenza,West Virginia,1.2,No Change,Decreasing
2023-07-22,Influenza,Wisconsin,0.5,No Change,Increasing
2023-07-22,Influenza,Wyoming,0.4,No Change,Increasing
2023-07-29,Pneumonia,Alabama,2.0,No Change,Decreasing
2023-07-29,Pneumonia,Alaska,1.0,No Change,No Change
2023-07-29,Pneumonia,Arizona,0.6,Increasing,Increasing
2023-07-29,Pneumonia,Arkansas,1.2,Increasing,Decreasing
2023-07-29,Pneumonia,California,0.6,Increasing,No Change
2023-07-29,Pneumonia,Colorado,0.8,Increasing,Increasing
2023-07-29,Pneumonia,Connecticut,0.8,Increasing,No Change
2023-07-29,Pneumonia,Delaware,0.7,No Change,No Change
2023-07-29,Pneumonia,District of Columbia,2.6,Increasing,Decreasing
2023-07-29,Pneumonia,Florida,1.0,Increasing,Increasing
2023-07-29,Pneumonia,Georgia,3.2,Increasing,Decreasing
2023-07-29,Pneumonia,Hawaii,0.5,No Change,No Change
2023-07-29,Pneumonia,Idaho,0.7,Increasing,Increasing
2023-07-29,Pneumonia,Illinois,0.6,Increasing,Increasing
2023-07-29,Pneumonia,Indiana,1.0,Increasing,Increasing
2023-07-29,Pneumonia,Iowa,0.5,Increasing,Increasing
2023-07-29,Pneumonia,Kansas,0.7,Increasing,Increasing
2023-07-29,Pneumonia,Kentucky,2.1,Increasing,Decreasing
2023-07-29,Pneumonia,Louisiana,0.7,Increasing,Increasing
2023-07-29,Pneumonia,Maine,0.9,Increasing,No Change
2023-07-29,Pneumonia,Maryland,0.8,Increasing,Increasing
2023-07-29,Pneumonia,Massachusetts,0.5,Increasing,Increasing
2023-07-29,Pneumonia,Michigan,0.6,Increasing,Increasing
2023-07-29,Pneumonia,Minnesota,1.4,Increasing,No Change
2023-07-29,Pneumonia,Mississippi,0.6,No Change,No Change
2023-07-29,Pneumonia,Missouri,1.0,Increasing,Increasing
2023-07-29,Pneumonia,Montana,0.5,Increasing,Increasing
2023-07-29,Pneumonia,Nebraska,0.9,Increasing,No Change
2023-07-29,Pneumonia,Nevada,0.6,Increasing,No Change
2023-07-29,Pneumonia,New Hampshire,1.2,Increasing,No Change
2023-07-29,Pneumonia,New Jersey,0.7,Increasing,No Change
2023-07-29,Pneumonia,New Mexico,0.5,Increasing,Increasing
2023-07-29,Pneumonia,New York,0.8,Increasing,Increasing
2023-07-29,Pneumonia,North Carolina,1.2,Increasing,Decreasing
2023-07-29,Pneumonia,North Dakota,0.7,Increasing,Decreasing
2023-07-29,Pneumonia,Ohio,0.7,Increasing,Increasing
2023-07-29,Pneumonia,Oklahoma,1.6,Increasing,No Change
2023-07-29,Pneumonia,Oregon,0.6,Increasing,Increasing
2023-07-29,Pneumonia,Pennsylvania,0.4,Increasing,Increasing
2023-07-29,Pneumonia,Rhode Island,0.6,Increasing,Increasing
2023-07-29,Pneumonia,South Carolina,1.1,Increasing,Decreasing
2023-07-29,Pneumonia,South Dakota,0.5,Increasing,No Change
2023-07-29,Pneumonia,Tennessee,1.3,Increasing,Increasing
2023-07-29,Pneumonia,Texas,1.0,Increasing,Increasing
2023-07-29,Pneumonia,Utah,1.3,Increasing,Decreasing
2023-07-29,Pneumonia,Vermont,0.7,Increasing,No Change
2023-07-29,Pneumonia,Virginia,0.7,No Change,Increasing
2023-07-29,Pneumonia,Washington,0.9,Increasing,Increasing
2023-07-29,Pneumonia,West Virginia,1.2,Increasing,Decreasing
2023-07-29,Pneumonia,Wisconsin,0.5,Increasing,Increasing
2023-07-29,Pneumonia,Wyoming,0.4,Increasing,Increasing
2023-07-29,Bronchitis,Alabama,0.2,No Change,No Change
2023-07-29,Bronchitis,Alaska,0.1,Decreasing,No Change
2023-07-29,Bronchitis,Arizona,0.1,No Change,No Change
2023-07-29,Bronchitis,Arkansas,0.1,Decreasing,No Change
2023-07-29,Bronchitis,California,0.0,No Change,No Change
2023-07-29,Bronchitis,Colorado,0.1,No Change,No Change
2023-07-29,Bronchitis,Connecticut,0.1,No Change,No Change
2023-07-29,Bronchitis,Delaware,0.1,No Change,No Change
2023-07-29,Bronchitis,District of Columbia,0.6,Decreasing,No Change
2023-07-29,Bronchitis,Florida,0.2,No Change,No Change
2023-07-29,Bronchitis,Georgia,1.2,No Change,Decreasing
2023-07-29,Bronchitis,Hawaii,0.0,No Change,No Change
2023-07-29,Bronchitis,Idaho,0.1,No Change,No Change
2023-07-29,Bronchitis,Illinois,0.1,No Change,No Change
2023-07-29,Bronchitis,Indiana,0.2,No Change,No Change
2023-07-29,Bronchitis,Iowa,0.0,No Change,No Change
2023-07-29,Bronchitis,Kansas,0.1,No Change,No Change
2023-07-29,Bronchitis,Kentucky,0.2,No Change,Decreasing
2023-07-29,Bronchitis,Louisiana,0.0,No Change,No Change
2023-07-29,Bronchitis,Maine,0.1,No Change,No Change
2023-07-29,Bronchitis,Maryland,0.1,No Change,No Change
2023-07-29,Bronchitis,Massachusetts,0.0,Decreasing,No Change
2023-07-29,Bronchitis,Michigan,0.1,No Change,No Change
2023-07-29,Bronchitis,Minnesota,0.2,No Change,No Change
2023-07-29,Bronchitis,Mississippi,0.0,No Change,No Change
2023-07-29,Bronchitis,Missouri,0.1,Decreasing,No Change
2023-07-29,Bronchitis,Montana,0.0,No Change,No Change
2023-07-29,Bronchitis,Nebraska,0.1,Decreasing,No Change
2023-07-29,Bronchitis,Nevada,0.1,No Change,No Change
2023-07-29,Bronchitis,New Hampshire,0.1,No Change,No Change
2023-07-29,Bronchitis,New Jersey,0.0,Decreasing,No Change
2023-07-29,Bronchitis,New Mexico,0.1,No Change,No Change
2023-07-29,Bronchitis,New York,0.0,No Change,Decreasing
2023-07-29,Bronchitis,North Carolina,0.1,Decreasing,No Change
2023-07-29,Bronchitis,North Dakota,0.1,Decreasing,No Change
2023-07-29,Bronchitis,Ohio,0.1,No Change,No Change
2023-07-29,Bronchitis,Oklahoma,0.3,Decreasing,Increasing
2023-07-29,Bronchitis,Oregon,0.0,No Change,No Change
2023-07-29,Bronchitis,Pennsylvania,0.0,No Change,No Change
2023-07-29,Bronchitis,Rhode Island,0.0,Decreasing,No Change
2023-07-29,Bronchitis,South Carolina,0.1,Decreasing,Decreasing
2023-07-29,Bronchitis,South Dakota,0.0,No Change,No Change
2023-07-29,Bronchitis,Tennessee,0.2,No Change,No Change
2023-07-29,Bronchitis,Texas,0.2,No Change,Increasing
2023-07-29,Bronchitis,Utah,0.2,No Change,No Change
2023-07-29,Bronchitis,Vermont,0.1,Decreasing,No Change
2023-07-29,Bronchitis,Virginia,0.0,No Change,Decreasing
2023-07-29,Bronchitis,Washington,0.1,No Change,No Change
2023-07-29,Bronchitis,West Virginia,0.1,Decreasing,No Change
2023-07-29,Bronchitis,Wisconsin,0.1,No Change,Decreasing
2023-07-29,Bronchitis,Wyoming,0.0,No Change,No Change
2023-07-29,COVID,Alabama,0.0,No Change,No Change
2023-07-29,COVID,Alaska,0.0,No Change,No Change
2023-07-29,COVID,Arizona,0.0,No Change,No Change
